"Perioden";"Regio's";"Bevolking aan het begin van de periode (aantal)"
"2022";"Heerhugowaard";""
"2023";"Heerhugowaard";""
"2011";"Heerjansdam";""
"2012";"Heerjansdam";""
"2013";"Heerjansdam";""
"2014";"Heerjansdam";""
"2015";"Heerjansdam";""
"2016";"Heerjansdam";""
"2017";"Heerjansdam";""
"2018";"Heerjansdam";""
"2019";"Heerjansdam";""
"2020";"Heerjansdam";""
"2021";"Heerjansdam";""
"2022";"Heerjansdam";""
"2023";"Heerjansdam";""
"2011";"Heerlen";"   89212"
"2012";"Heerlen";"   89016"
"2013";"Heerlen";"   88747"
"2014";"Heerlen";"   88259"
"2015";"Heerlen";"   87500"
"2016";"Heerlen";"   87406"
"2017";"Heerlen";"   87189"
"2018";"Heerlen";"   86762"
"2019";"Heerlen";"   86832"
"2020";"Heerlen";"   87086"
"2021";"Heerlen";"   86936"
"2022";"Heerlen";"   86845"
"2023";"Heerlen";"   87122"
"2011";"Heeze-Leende";"   15295"
"2012";"Heeze-Leende";"   15352"
"2013";"Heeze-Leende";"   15405"
"2014";"Heeze-Leende";"   15353"
"2015";"Heeze-Leende";"   15477"
"2016";"Heeze-Leende";"   15650"
"2017";"Heeze-Leende";"   15714"
"2018";"Heeze-Leende";"   15886"
"2019";"Heeze-Leende";"   15964"
"2020";"Heeze-Leende";"   16152"
"2021";"Heeze-Leende";"   16243"
"2022";"Heeze-Leende";"   16470"
"2023";"Heeze-Leende";"   16627"
"2011";"Heiloo";"   22580"
"2012";"Heiloo";"   22650"
"2013";"Heiloo";"   22594"
"2014";"Heiloo";"   22636"
"2015";"Heiloo";"   22553"
"2016";"Heiloo";"   22689"
"2017";"Heiloo";"   22857"
"2018";"Heiloo";"   23099"
"2019";"Heiloo";"   23464"
"2020";"Heiloo";"   23968"
"2021";"Heiloo";"   24144"
"2022";"Heiloo";"   24417"
"2023";"Heiloo";"   24319"
"2011";"Helden";""
"2012";"Helden";""
"2013";"Helden";""
"2014";"Helden";""
"2015";"Helden";""
"2016";"Helden";""
"2017";"Helden";""
"2018";"Helden";""
"2019";"Helden";""
"2020";"Helden";""
"2021";"Helden";""
"2022";"Helden";""
"2023";"Helden";""
"2011";"Den Helder";"   57207"
"2012";"Den Helder";"   57065"
"2013";"Den Helder";"   56947"
"2014";"Den Helder";"   56597"
"2015";"Den Helder";"   56483"
"2016";"Den Helder";"   56275"
"2017";"Den Helder";"   56020"
"2018";"Den Helder";"   55760"
"2019";"Den Helder";"   55604"
"2020";"Den Helder";"   56296"
"2021";"Den Helder";"   56582"
"2022";"Den Helder";"   56334"
"2023";"Den Helder";"   56539"
"2011";"Hellendoorn";"   35747"
"2012";"Hellendoorn";"   35796"
"2013";"Hellendoorn";"   35743"
"2014";"Hellendoorn";"   35711"
"2015";"Hellendoorn";"   35622"
"2016";"Hellendoorn";"   35651"
"2017";"Hellendoorn";"   35772"
"2018";"Hellendoorn";"   35796"
"2019";"Hellendoorn";"   35808"
"2020";"Hellendoorn";"   35916"
"2021";"Hellendoorn";"   35932"
"2022";"Hellendoorn";"   35940"
"2023";"Hellendoorn";"   36261"
"2011";"Hellevoetsluis";"   39739"
"2012";"Hellevoetsluis";"   39442"
"2013";"Hellevoetsluis";"   39086"
"2014";"Hellevoetsluis";"   38953"
"2015";"Hellevoetsluis";"   38882"
"2016";"Hellevoetsluis";"   38634"
"2017";"Hellevoetsluis";"   38722"
"2018";"Hellevoetsluis";"   39992"
"2019";"Hellevoetsluis";"   40049"
"2020";"Hellevoetsluis";"   40142"
"2021";"Hellevoetsluis";"   40312"
"2022";"Hellevoetsluis";"   40574"
"2023";"Hellevoetsluis";""
"2011";"Helmond";"   88560"
"2012";"Helmond";"   88801"
"2013";"Helmond";"   89023"
"2014";"Helmond";"   89256"
"2015";"Helmond";"   89718"
"2016";"Helmond";"   90127"
"2017";"Helmond";"   90602"
"2018";"Helmond";"   90903"
"2019";"Helmond";"   91524"
"2020";"Helmond";"   92423"
"2021";"Helmond";"   92627"
"2022";"Helmond";"   93476"
"2023";"Helmond";"   94898"
"2011";"Hendrik-Ido-Ambacht";"   27616"
"2012";"Hendrik-Ido-Ambacht";"   28257"
"2013";"Hendrik-Ido-Ambacht";"   28641"
"2014";"Hendrik-Ido-Ambacht";"   28911"
"2015";"Hendrik-Ido-Ambacht";"   29156"
"2016";"Hendrik-Ido-Ambacht";"   29408"
"2017";"Hendrik-Ido-Ambacht";"   29731"
"2018";"Hendrik-Ido-Ambacht";"   30677"
"2019";"Hendrik-Ido-Ambacht";"   30966"
"2020";"Hendrik-Ido-Ambacht";"   31202"
"2021";"Hendrik-Ido-Ambacht";"   31258"
"2022";"Hendrik-Ido-Ambacht";"   31663"
"2023";"Hendrik-Ido-Ambacht";"   32183"
"2011";"Hengelo (Gld.)";""
"2012";"Hengelo (Gld.)";""
"2013";"Hengelo (Gld.)";""
"2014";"Hengelo (Gld.)";""
"2015";"Hengelo (Gld.)";""
"2016";"Hengelo (Gld.)";""
"2017";"Hengelo (Gld.)";""
"2018";"Hengelo (Gld.)";""
"2019";"Hengelo (Gld.)";""
"2020";"Hengelo (Gld.)";""
"2021";"Hengelo (Gld.)";""
"2022";"Hengelo (Gld.)";""
"2023";"Hengelo (Gld.)";""
"2011";"Hengelo (O.)";"   80747"
"2012";"Hengelo (O.)";"   80939"
"2013";"Hengelo (O.)";"   80952"
"2014";"Hengelo (O.)";"   80957"
"2015";"Hengelo (O.)";"   81059"
"2016";"Hengelo (O.)";"   81075"
"2017";"Hengelo (O.)";"   80802"
"2018";"Hengelo (O.)";"   80593"
"2019";"Hengelo (O.)";"   80683"
"2020";"Hengelo (O.)";"   81140"
"2021";"Hengelo (O.)";"   81049"
"2022";"Hengelo (O.)";"   81476"
"2023";"Hengelo (O.)";"   82311"
"2011";"'s-Hertogenbosch";"  140786"
"2012";"'s-Hertogenbosch";"  141893"
"2013";"'s-Hertogenbosch";"  142817"
"2014";"'s-Hertogenbosch";"  143733"
"2015";"'s-Hertogenbosch";"  150889"
"2016";"'s-Hertogenbosch";"  151608"
"2017";"'s-Hertogenbosch";"  152411"
"2018";"'s-Hertogenbosch";"  153434"
"2019";"'s-Hertogenbosch";"  154205"
"2020";"'s-Hertogenbosch";"  155111"
"2021";"'s-Hertogenbosch";"  155490"
"2022";"'s-Hertogenbosch";"  156538"
"2023";"'s-Hertogenbosch";"  158753"
"2011";"Heumen";"   16494"
"2012";"Heumen";"   16413"
"2013";"Heumen";"   16455"
"2014";"Heumen";"   16334"
"2015";"Heumen";"   16383"
"2016";"Heumen";"   16360"
"2017";"Heumen";"   16475"
"2018";"Heumen";"   16462"
"2019";"Heumen";"   16486"
"2020";"Heumen";"   16454"
"2021";"Heumen";"   16569"
"2022";"Heumen";"   17175"
"2023";"Heumen";"   16824"
"2011";"Heusden";"   43119"
"2012";"Heusden";"   43112"
"2013";"Heusden";"   43244"
"2014";"Heusden";"   43165"
"2015";"Heusden";"   43132"
"2016";"Heusden";"   43274"
"2017";"Heusden";"   43516"
"2018";"Heusden";"   43723"
"2019";"Heusden";"   44135"
"2020";"Heusden";"   44692"
"2021";"Heusden";"   45005"
"2022";"Heusden";"   45557"
"2023";"Heusden";"   45830"
"2011";"Heythuysen";""
"2012";"Heythuysen";""
"2013";"Heythuysen";""
"2014";"Heythuysen";""
"2015";"Heythuysen";""
"2016";"Heythuysen";""
"2017";"Heythuysen";""
"2018";"Heythuysen";""
"2019";"Heythuysen";""
"2020";"Heythuysen";""
"2021";"Heythuysen";""
"2022";"Heythuysen";""
"2023";"Heythuysen";""
"2011";"Hillegom";"   20627"
"2012";"Hillegom";"   20831"
"2013";"Hillegom";"   20868"
"2014";"Hillegom";"   20944"
"2015";"Hillegom";"   21101"
"2016";"Hillegom";"   21089"
"2017";"Hillegom";"   21316"
"2018";"Hillegom";"   21812"
"2019";"Hillegom";"   21966"
"2020";"Hillegom";"   22209"
"2021";"Hillegom";"   22197"
"2022";"Hillegom";"   22312"
"2023";"Hillegom";"   22453"
"2011";"Hilvarenbeek";"   15035"
"2012";"Hilvarenbeek";"   15047"
"2013";"Hilvarenbeek";"   15086"
"2014";"Hilvarenbeek";"   15092"
"2015";"Hilvarenbeek";"   15042"
"2016";"Hilvarenbeek";"   15164"
"2017";"Hilvarenbeek";"   15283"
"2018";"Hilvarenbeek";"   15366"
"2019";"Hilvarenbeek";"   15334"
"2020";"Hilvarenbeek";"   15518"
"2021";"Hilvarenbeek";"   15698"
"2022";"Hilvarenbeek";"   15810"
"2023";"Hilvarenbeek";"   15949"
"2011";"Hilversum";"   84984"
"2012";"Hilversum";"   85537"
"2013";"Hilversum";"   86017"
"2014";"Hilversum";"   86426"
"2015";"Hilversum";"   87161"
"2016";"Hilversum";"   87830"
"2017";"Hilversum";"   88888"
"2018";"Hilversum";"   89521"
"2019";"Hilversum";"   90238"
"2020";"Hilversum";"   90831"
"2021";"Hilversum";"   91235"
"2022";"Hilversum";"   91733"
"2023";"Hilversum";"   93345"
"2011";"Hoeksche Waard";""
"2012";"Hoeksche Waard";""
"2013";"Hoeksche Waard";""
"2014";"Hoeksche Waard";""
"2015";"Hoeksche Waard";""
"2016";"Hoeksche Waard";""
"2017";"Hoeksche Waard";""
"2018";"Hoeksche Waard";""
"2019";"Hoeksche Waard";"   86656"
"2020";"Hoeksche Waard";"   87401"
"2021";"Hoeksche Waard";"   88047"
"2022";"Hoeksche Waard";"   88715"
"2023";"Hoeksche Waard";"   89760"
"2011";"Hof van Twente";"   35573"
"2012";"Hof van Twente";"   35599"
"2013";"Hof van Twente";"   35215"
"2014";"Hof van Twente";"   34997"
"2015";"Hof van Twente";"   34917"
"2016";"Hof van Twente";"   34881"
"2017";"Hof van Twente";"   35011"
"2018";"Hof van Twente";"   34930"
"2019";"Hof van Twente";"   34940"
"2020";"Hof van Twente";"   35017"
"2021";"Hof van Twente";"   35040"
"2022";"Hof van Twente";"   35056"
"2023";"Hof van Twente";"   35455"
"2011";"Het Hogeland";""
"2012";"Het Hogeland";""
"2013";"Het Hogeland";""
"2014";"Het Hogeland";""
"2015";"Het Hogeland";""
"2016";"Het Hogeland";""
"2017";"Het Hogeland";""
"2018";"Het Hogeland";""
"2019";"Het Hogeland";"   47888"
"2020";"Het Hogeland";"   47801"
"2021";"Het Hogeland";"   47834"
"2022";"Het Hogeland";"   48022"
"2023";"Het Hogeland";"   48298"
"2011";"Hollands Kroon";""
"2012";"Hollands Kroon";"   47703"
"2013";"Hollands Kroon";"   47643"
"2014";"Hollands Kroon";"   47502"
"2015";"Hollands Kroon";"   47546"
"2016";"Hollands Kroon";"   47546"
"2017";"Hollands Kroon";"   47600"
"2018";"Hollands Kroon";"   47681"
"2019";"Hollands Kroon";"   47815"
"2020";"Hollands Kroon";"   48432"
"2021";"Hollands Kroon";"   48583"
"2022";"Hollands Kroon";"   48778"
"2023";"Hollands Kroon";"   49431"
"2011";"Hontenisse";""
"2012";"Hontenisse";""
"2013";"Hontenisse";""
"2014";"Hontenisse";""
"2015";"Hontenisse";""
"2016";"Hontenisse";""
"2017";"Hontenisse";""
"2018";"Hontenisse";""
"2019";"Hontenisse";""
"2020";"Hontenisse";""
"2021";"Hontenisse";""
"2022";"Hontenisse";""
"2023";"Hontenisse";""
"2011";"Hoogeveen";"   54844"
"2012";"Hoogeveen";"   54889"
"2013";"Hoogeveen";"   54874"
"2014";"Hoogeveen";"   54664"
"2015";"Hoogeveen";"   54860"
"2016";"Hoogeveen";"   55240"
"2017";"Hoogeveen";"   55311"
"2018";"Hoogeveen";"   55677"
"2019";"Hoogeveen";"   55662"
"2020";"Hoogeveen";"   55699"
"2021";"Hoogeveen";"   55603"
"2022";"Hoogeveen";"   55857"
"2023";"Hoogeveen";"   56433"
"2011";"Hoogezand-Sappemeer";"   34814"
"2012";"Hoogezand-Sappemeer";"   34778"
"2013";"Hoogezand-Sappemeer";"   34523"
"2014";"Hoogezand-Sappemeer";"   34304"
"2015";"Hoogezand-Sappemeer";"   34334"
"2016";"Hoogezand-Sappemeer";"   34177"
"2017";"Hoogezand-Sappemeer";"   34232"
"2018";"Hoogezand-Sappemeer";""
"2019";"Hoogezand-Sappemeer";""
"2020";"Hoogezand-Sappemeer";""
"2021";"Hoogezand-Sappemeer";""
"2022";"Hoogezand-Sappemeer";""
"2023";"Hoogezand-Sappemeer";""
"2011";"Hoorn";"   70697"
"2012";"Hoorn";"   71254"
"2013";"Hoorn";"   71360"
"2014";"Hoorn";"   71703"
"2015";"Hoorn";"   71880"
"2016";"Hoorn";"   72172"
"2017";"Hoorn";"   72493"
"2018";"Hoorn";"   72806"
"2019";"Hoorn";"   73004"
"2020";"Hoorn";"   73261"
"2021";"Hoorn";"   73619"
"2022";"Hoorn";"   74298"
"2023";"Hoorn";"   75216"
"2011";"Horst aan de Maas";"   41814"
"2012";"Horst aan de Maas";"   41917"
"2013";"Horst aan de Maas";"   41810"
"2014";"Horst aan de Maas";"   41727"
"2015";"Horst aan de Maas";"   41661"
"2016";"Horst aan de Maas";"   41675"
"2017";"Horst aan de Maas";"   42139"
"2018";"Horst aan de Maas";"   42271"
"2019";"Horst aan de Maas";"   42291"
"2020";"Horst aan de Maas";"   42429"
"2021";"Horst aan de Maas";"   42487"
"2022";"Horst aan de Maas";"   43039"
"2023";"Horst aan de Maas";"   43641"
"2011";"Houten";"   47935"
"2012";"Houten";"   48309"
"2013";"Houten";"   48429"
"2014";"Houten";"   48421"
"2015";"Houten";"   48637"
"2016";"Houten";"   48765"
"2017";"Houten";"   49300"
"2018";"Houten";"   49579"
"2019";"Houten";"   49911"
"2020";"Houten";"   50146"
"2021";"Houten";"   50223"
"2022";"Houten";"   50323"
"2023";"Houten";"   50581"
"2011";"Huizen";"   41726"
"2012";"Huizen";"   41574"
"2013";"Huizen";"   41445"
"2014";"Huizen";"   41245"
"2015";"Huizen";"   41315"
"2016";"Huizen";"   41373"
"2017";"Huizen";"   41382"
"2018";"Huizen";"   41369"
"2019";"Huizen";"   41273"
"2020";"Huizen";"   41273"
"2021";"Huizen";"   41090"
"2022";"Huizen";"   40938"
"2023";"Huizen";"   41252"
"2011";"Hulst";"   27719"
"2012";"Hulst";"   27632"
"2013";"Hulst";"   27514"
"2014";"Hulst";"   27388"
"2015";"Hulst";"   27360"
"2016";"Hulst";"   27372"
"2017";"Hulst";"   27395"
"2018";"Hulst";"   27472"
"2019";"Hulst";"   27524"
"2020";"Hulst";"   27556"
"2021";"Hulst";"   27575"
"2022";"Hulst";"   27533"
"2023";"Hulst";"   27596"
"2011";"Hummelo en Keppel";""
"2012";"Hummelo en Keppel";""
"2013";"Hummelo en Keppel";""
"2014";"Hummelo en Keppel";""
"2015";"Hummelo en Keppel";""
"2016";"Hummelo en Keppel";""
"2017";"Hummelo en Keppel";""
"2018";"Hummelo en Keppel";""
"2019";"Hummelo en Keppel";""
"2020";"Hummelo en Keppel";""
"2021";"Hummelo en Keppel";""
"2022";"Hummelo en Keppel";""
"2023";"Hummelo en Keppel";""
"2011";"Hunsel";""
"2012";"Hunsel";""
"2013";"Hunsel";""
"2014";"Hunsel";""
"2015";"Hunsel";""
"2016";"Hunsel";""
"2017";"Hunsel";""
"2018";"Hunsel";""
"2019";"Hunsel";""
"2020";"Hunsel";""
"2021";"Hunsel";""
"2022";"Hunsel";""
"2023";"Hunsel";""
"2011";"IJsselstein";"   34348"
"2012";"IJsselstein";"   34271"
"2013";"IJsselstein";"   34254"
"2014";"IJsselstein";"   34275"
"2015";"IJsselstein";"   34061"
"2016";"IJsselstein";"   34101"
"2017";"IJsselstein";"   34208"
"2018";"IJsselstein";"   34302"
"2019";"IJsselstein";"   34160"
"2020";"IJsselstein";"   34109"
"2021";"IJsselstein";"   33819"
"2022";"IJsselstein";"   33429"
"2023";"IJsselstein";"   33492"
"2011";"Jacobswoude";""
"2012";"Jacobswoude";""
"2013";"Jacobswoude";""
"2014";"Jacobswoude";""
"2015";"Jacobswoude";""
"2016";"Jacobswoude";""
"2017";"Jacobswoude";""
"2018";"Jacobswoude";""
"2019";"Jacobswoude";""
"2020";"Jacobswoude";""
"2021";"Jacobswoude";""
"2022";"Jacobswoude";""
"2023";"Jacobswoude";""
"2011";"Kaag en Braassem";"   25744"
"2012";"Kaag en Braassem";"   25737"
"2013";"Kaag en Braassem";"   25715"
"2014";"Kaag en Braassem";"   25745"
"2015";"Kaag en Braassem";"   25844"
"2016";"Kaag en Braassem";"   26108"
"2017";"Kaag en Braassem";"   26374"
"2018";"Kaag en Braassem";"   26625"
"2019";"Kaag en Braassem";"   26866"
"2020";"Kaag en Braassem";"   27297"
"2021";"Kaag en Braassem";"   27541"
"2022";"Kaag en Braassem";"   27895"
"2023";"Kaag en Braassem";"   28573"
"2011";"Kampen";"   50403"
"2012";"Kampen";"   50705"
"2013";"Kampen";"   50924"
"2014";"Kampen";"   51092"
"2015";"Kampen";"   51432"
"2016";"Kampen";"   51950"
"2017";"Kampen";"   52511"
"2018";"Kampen";"   53259"
"2019";"Kampen";"   53779"
"2020";"Kampen";"   54319"
"2021";"Kampen";"   54474"
"2022";"Kampen";"   54791"
"2023";"Kampen";"   55614"
"2011";"Kapelle";"   12365"
"2012";"Kapelle";"   12398"
"2013";"Kapelle";"   12495"
"2014";"Kapelle";"   12500"
"2015";"Kapelle";"   12545"
"2016";"Kapelle";"   12639"
"2017";"Kapelle";"   12622"
"2018";"Kapelle";"   12720"
"2019";"Kapelle";"   12785"
"2020";"Kapelle";"   12695"
"2021";"Kapelle";"   12882"
"2022";"Kapelle";"   13020"
"2023";"Kapelle";"   13051"
"2011";"Katwijk";"   62044"
"2012";"Katwijk";"   62476"
"2013";"Katwijk";"   62688"
"2014";"Katwijk";"   62782"
"2015";"Katwijk";"   63633"
"2016";"Katwijk";"   64239"
"2017";"Katwijk";"   64532"
"2018";"Katwijk";"   64956"
"2019";"Katwijk";"   65302"
"2020";"Katwijk";"   65753"
"2021";"Katwijk";"   65995"
"2022";"Katwijk";"   66032"
"2023";"Katwijk";"   66607"
"2011";"Kerkrade";"   47409"
"2012";"Kerkrade";"   47280"
"2013";"Kerkrade";"   47194"
"2014";"Kerkrade";"   46784"
"2015";"Kerkrade";"   46524"
"2016";"Kerkrade";"   46023"
"2017";"Kerkrade";"   45937"
"2018";"Kerkrade";"   45823"
"2019";"Kerkrade";"   45642"
"2020";"Kerkrade";"   45749"
"2021";"Kerkrade";"   45442"
"2022";"Kerkrade";"   45324"
"2023";"Kerkrade";"   45620"
"2011";"Kessel";""
"2012";"Kessel";""
"2013";"Kessel";""
"2014";"Kessel";""
"2015";"Kessel";""
"2016";"Kessel";""
"2017";"Kessel";""
"2018";"Kessel";""
"2019";"Kessel";""
"2020";"Kessel";""
"2021";"Kessel";""
"2022";"Kessel";""
"2023";"Kessel";""
"2011";"Kesteren";""
"2012";"Kesteren";""
"2013";"Kesteren";""
"2014";"Kesteren";""
"2015";"Kesteren";""
"2016";"Kesteren";""
"2017";"Kesteren";""
"2018";"Kesteren";""
"2019";"Kesteren";""
"2020";"Kesteren";""
"2021";"Kesteren";""
"2022";"Kesteren";""
"2023";"Kesteren";""
"2011";"Koggenland";"   22082"
"2012";"Koggenland";"   22345"
"2013";"Koggenland";"   22376"
"2014";"Koggenland";"   22485"
"2015";"Koggenland";"   22426"
"2016";"Koggenland";"   22471"
"2017";"Koggenland";"   22522"
"2018";"Koggenland";"   22659"
"2019";"Koggenland";"   22738"
"2020";"Koggenland";"   22749"
"2021";"Koggenland";"   22940"
"2022";"Koggenland";"   23048"
"2023";"Koggenland";"   23509"
"2011";"Kollumerland en Nieuwkruisland";"   12930"
"2012";"Kollumerland en Nieuwkruisland";"   12906"
"2013";"Kollumerland en Nieuwkruisland";"   12829"
"2014";"Kollumerland en Nieuwkruisland";"   12878"
"2015";"Kollumerland en Nieuwkruisland";"   12835"
"2016";"Kollumerland en Nieuwkruisland";"   12811"
"2017";"Kollumerland en Nieuwkruisland";"   12872"
"2018";"Kollumerland en Nieuwkruisland";"   12827"
"2019";"Kollumerland en Nieuwkruisland";""
"2020";"Kollumerland en Nieuwkruisland";""
"2021";"Kollumerland en Nieuwkruisland";""
"2022";"Kollumerland en Nieuwkruisland";""
"2023";"Kollumerland en Nieuwkruisland";""
"2011";"Korendijk";"   10848"
"2012";"Korendijk";"   10801"
"2013";"Korendijk";"   10774"
"2014";"Korendijk";"   10702"
"2015";"Korendijk";"   10778"
"2016";"Korendijk";"   10825"
"2017";"Korendijk";"   10959"
"2018";"Korendijk";"   11097"
"2019";"Korendijk";""
"2020";"Korendijk";""
"2021";"Korendijk";""
"2022";"Korendijk";""
"2023";"Korendijk";""
"2011";"Krimpen aan den IJssel";"   28626"
"2012";"Krimpen aan den IJssel";"   28692"
"2013";"Krimpen aan den IJssel";"   28855"
"2014";"Krimpen aan den IJssel";"   28825"
"2015";"Krimpen aan den IJssel";"   28970"
"2016";"Krimpen aan den IJssel";"   29054"
"2017";"Krimpen aan den IJssel";"   29123"
"2018";"Krimpen aan den IJssel";"   29306"
"2019";"Krimpen aan den IJssel";"   29376"
"2020";"Krimpen aan den IJssel";"   29526"
"2021";"Krimpen aan den IJssel";"   29410"
"2022";"Krimpen aan den IJssel";"   29415"
"2023";"Krimpen aan den IJssel";"   29504"
"2011";"Krimpenerwaard";""
"2012";"Krimpenerwaard";""
"2013";"Krimpenerwaard";""
"2014";"Krimpenerwaard";""
"2015";"Krimpenerwaard";"   54208"
"2016";"Krimpenerwaard";"   54653"
"2017";"Krimpenerwaard";"   55204"
"2018";"Krimpenerwaard";"   55644"
"2019";"Krimpenerwaard";"   56048"
"2020";"Krimpenerwaard";"   56319"
"2021";"Krimpenerwaard";"   56622"
"2022";"Krimpenerwaard";"   57062"
"2023";"Krimpenerwaard";"   57700"
"2011";"Laarbeek";"   21532"
"2012";"Laarbeek";"   21608"
"2013";"Laarbeek";"   21767"
"2014";"Laarbeek";"   21802"
"2015";"Laarbeek";"   21913"
"2016";"Laarbeek";"   21965"
"2017";"Laarbeek";"   21942"
"2018";"Laarbeek";"   22158"
"2019";"Laarbeek";"   22333"
"2020";"Laarbeek";"   22523"
"2021";"Laarbeek";"   22805"
"2022";"Laarbeek";"   22943"
"2023";"Laarbeek";"   23260"
"2011";"Land van Cuijk";""
"2012";"Land van Cuijk";""
"2013";"Land van Cuijk";""
"2014";"Land van Cuijk";""
"2015";"Land van Cuijk";""
"2016";"Land van Cuijk";""
"2017";"Land van Cuijk";""
"2018";"Land van Cuijk";""
"2019";"Land van Cuijk";""
"2020";"Land van Cuijk";""
"2021";"Land van Cuijk";""
"2022";"Land van Cuijk";"   90707"
"2023";"Land van Cuijk";"   91423"
"2011";"Landerd";"   14941"
"2012";"Landerd";"   15066"
"2013";"Landerd";"   15223"
"2014";"Landerd";"   15266"
"2015";"Landerd";"   15290"
"2016";"Landerd";"   15303"
"2017";"Landerd";"   15332"
"2018";"Landerd";"   15332"
"2019";"Landerd";"   15529"
"2020";"Landerd";"   15730"
"2021";"Landerd";"   15817"
"2022";"Landerd";""
"2023";"Landerd";""
"2011";"Landgraaf";"   38186"
"2012";"Landgraaf";"   38067"
"2013";"Landgraaf";"   37911"
"2014";"Landgraaf";"   37573"
"2015";"Landgraaf";"   37456"
"2016";"Landgraaf";"   37465"
"2017";"Landgraaf";"   37458"
"2018";"Landgraaf";"   37612"
"2019";"Landgraaf";"   37591"
"2020";"Landgraaf";"   37445"
"2021";"Landgraaf";"   37262"
"2022";"Landgraaf";"   37023"
"2023";"Landgraaf";"   37175"
"2011";"Landsmeer";"   10253"
"2012";"Landsmeer";"   10334"
"2013";"Landsmeer";"   10454"
"2014";"Landsmeer";"   10444"
"2015";"Landsmeer";"   10823"
"2016";"Landsmeer";"   10977"
"2017";"Landsmeer";"   11275"
"2018";"Landsmeer";"   11435"
"2019";"Landsmeer";"   11488"
"2020";"Landsmeer";"   11491"
"2021";"Landsmeer";"   11565"
"2022";"Landsmeer";"   11560"
"2023";"Landsmeer";"   11705"
"2011";"Langedijk";"   26997"
"2012";"Langedijk";"   26991"
"2013";"Langedijk";"   26899"
"2014";"Langedijk";"   26935"
"2015";"Langedijk";"   27287"
"2016";"Langedijk";"   27447"
"2017";"Langedijk";"   27608"
"2018";"Langedijk";"   27836"
"2019";"Langedijk";"   27992"
"2020";"Langedijk";"   28163"
"2021";"Langedijk";"   28335"
"2022";"Langedijk";""
"2023";"Langedijk";""
"2011";"Lansingerland";"   54090"
"2012";"Lansingerland";"   55265"
"2013";"Lansingerland";"   56506"
"2014";"Lansingerland";"   57122"
"2015";"Lansingerland";"   58133"
"2016";"Lansingerland";"   59035"
"2017";"Lansingerland";"   60105"
"2018";"Lansingerland";"   61155"
"2019";"Lansingerland";"   61601"
"2020";"Lansingerland";"   62384"
"2021";"Lansingerland";"   63363"
"2022";"Lansingerland";"   64110"
"2023";"Lansingerland";"   64754"
"2011";"Laren (NH.)";"   11418"
"2012";"Laren (NH.)";"   11360"
"2013";"Laren (NH.)";"   10889"
"2014";"Laren (NH.)";"   10862"
"2015";"Laren (NH.)";"   10857"
"2016";"Laren (NH.)";"   10956"
"2017";"Laren (NH.)";"   11088"
"2018";"Laren (NH.)";"   11146"
"2019";"Laren (NH.)";"   11195"
"2020";"Laren (NH.)";"   11280"
"2021";"Laren (NH.)";"   11398"
"2022";"Laren (NH.)";"   11528"
"2023";"Laren (NH.)";"   11712"
"2011";"Leek";"   19333"
"2012";"Leek";"   19467"
"2013";"Leek";"   19611"
"2014";"Leek";"   19597"
"2015";"Leek";"   19478"
"2016";"Leek";"   19536"
"2017";"Leek";"   19643"
"2018";"Leek";"   19669"
"2019";"Leek";""
"2020";"Leek";""
